NAME	ORIGINAL SIZE	AFTER RESTRICTING TO DATASET	STATUS	
GOCC_RNA_POLYMERASE_II_CORE_COMPLEX	15	15		
GOCC_RNA_POLYMERASE_II_HOLOENZYME	87	73		
GOCC_RNA_POLYMERASE_II_TRANSCRIPTION_REGULATOR_COMPLEX	254	226		
GOCC_RNA_POLYMERASE_II_TRANSCRIPTION_REPRESSOR_COMPLEX	15		Rejected!	
GOCC_RNA_POLYMERASE_I_COMPLEX	13		Rejected!	
GOCC_RNA_POLYMERASE_I_TRANSCRIPTION_REGULATOR_COMPLEX	6		Rejected!	
GOCC_RNA_POLYMERASE_TRANSCRIPTION_FACTOR_SL1_COMPLEX	5		Rejected!	
GOCC_ROD_PHOTORECEPTOR_OUTER_SEGMENT	6		Rejected!	
GOCC_ROUGH_ENDOPLASMIC_RETICULUM	57	51		
GOCC_ROUGH_ENDOPLASMIC_RETICULUM_MEMBRANE	24	24		
GOCC_RPAP3_R2TP_PREFOLDIN_LIKE_COMPLEX	12		Rejected!	
GOCC_RSC_TYPE_COMPLEX	15		Rejected!	
GOCC_RUFFLE	183	175		
GOCC_RUFFLE_MEMBRANE	101	96		
GOCC_SAGA_COMPLEX	25	23		
GOCC_SAGA_TYPE_COMPLEX	39	36		
GOCC_SARCOLEMMA	141	119		
GOCC_SARCOPLASM	93	76		
GOCC_SARCOPLASMIC_RETICULUM	75	62		
GOCC_SARCOPLASMIC_RETICULUM_LUMEN	9		Rejected!	
GOCC_SARCOPLASMIC_RETICULUM_MEMBRANE	44	35		
GOCC_SCAR_COMPLEX	12		Rejected!	
GOCC_SCF_UBIQUITIN_LIGASE_COMPLEX	65	59		
GOCC_SCHAFFER_COLLATERAL_CA1_SYNAPSE	92	70		
GOCC_SCHMIDT_LANTERMAN_INCISURE	11		Rejected!	
GOCC_SEC61_TRANSLOCON_COMPLEX	5		Rejected!	
GOCC_SECONDARY_LYSOSOME	18		Rejected!	
GOCC_SECRETORY_GRANULE	892		Rejected!	
GOCC_SECRETORY_GRANULE_MEMBRANE	314	243		
GOCC_SECRETORY_VESICLE	1067		Rejected!	
GOCC_SEH1_ASSOCIATED_COMPLEX	8		Rejected!	
GOCC_SEMAPHORIN_RECEPTOR_COMPLEX	11		Rejected!	
GOCC_SEPTIN_CYTOSKELETON	16		Rejected!	
GOCC_SERINE_PROTEASE_INHIBITOR_COMPLEX	6		Rejected!	
GOCC_SERINE_TYPE_ENDOPEPTIDASE_COMPLEX	11		Rejected!	
GOCC_SERINE_TYPE_PEPTIDASE_COMPLEX	13		Rejected!	
GOCC_SEROTONIN_ACTIVATED_CATION_SELECTIVE_CHANNEL_COMPLEX	5		Rejected!	
GOCC_SEROTONIN_RECEPTOR_COMPLEX	9		Rejected!	
GOCC_SET1C_COMPASS_COMPLEX	15		Rejected!	
GOCC_SEX_CHROMATIN	6		Rejected!	
GOCC_SEX_CHROMOSOME	36	30		
GOCC_SHELTERIN_COMPLEX	6		Rejected!	
GOCC_SIDE_OF_MEMBRANE	724	478		
GOCC_SIGNAL_PEPTIDASE_COMPLEX	6		Rejected!	
GOCC_SIGNAL_RECOGNITION_PARTICLE	14		Rejected!	
GOCC_SIN3_TYPE_COMPLEX	22	22		
GOCC_SITE_OF_DNA_DAMAGE	117	114		
GOCC_SITE_OF_DOUBLE_STRAND_BREAK	85	83		
GOCC_SITE_OF_POLARIZED_GROWTH	173	144		
GOCC_SMAD_PROTEIN_COMPLEX	9		Rejected!	
GOCC_SMALL_RIBOSOMAL_SUBUNIT	75	72		
GOCC_SMALL_SUBUNIT_PROCESSOME	74	73		
GOCC_SMC5_SMC6_COMPLEX	9		Rejected!	
GOCC_SMN_COMPLEX	10		Rejected!	
GOCC_SMN_SM_PROTEIN_COMPLEX	18	18		
GOCC_SMOOTH_ENDOPLASMIC_RETICULUM	30	25		
GOCC_SMOOTH_ENDOPLASMIC_RETICULUM_MEMBRANE	9		Rejected!	
GOCC_SM_LIKE_PROTEIN_FAMILY_COMPLEX	115	92		
GOCC_SNARE_COMPLEX	48	44		
GOCC_SNO_S_RNA_CONTAINING_RIBONUCLEOPROTEIN_COMPLEX	29	28		
GOCC_SODIUM_CHANNEL_COMPLEX	24		Rejected!	
GOCC_SODIUM_POTASSIUM_EXCHANGING_ATPASE_COMPLEX	12		Rejected!	
GOCC_SOMATODENDRITIC_COMPARTMENT	839		Rejected!	
GOCC_SORTING_ENDOSOME	6		Rejected!	
GOCC_SPECIFIC_GRANULE	160	118		
GOCC_SPECIFIC_GRANULE_LUMEN	62	41		
GOCC_SPECIFIC_GRANULE_MEMBRANE	91	71		
GOCC_SPECTRIN	9		Rejected!	
GOCC_SPECTRIN_ASSOCIATED_CYTOSKELETON	9		Rejected!	
GOCC_SPERMATOPROTEASOME_COMPLEX	5		Rejected!	
GOCC_SPERM_ANNULUS	6		Rejected!	
GOCC_SPERM_CONNECTING_PIECE	11		Rejected!	
GOCC_SPERM_FIBROUS_SHEATH	7		Rejected!	
GOCC_SPERM_HEAD	17		Rejected!	
GOCC_SPERM_HEAD_PLASMA_MEMBRANE	6		Rejected!	
GOCC_SPERM_MIDPIECE	53	36		
GOCC_SPERM_MITOCHONDRIAL_SHEATH	5		Rejected!	
GOCC_SPERM_PLASMA_MEMBRANE	14		Rejected!	
GOCC_SPERM_PRINCIPAL_PIECE	34	26		
GOCC_SPHERICAL_HIGH_DENSITY_LIPOPROTEIN_PARTICLE	8		Rejected!	
GOCC_SPINDLE	431	405		
GOCC_SPINDLE_MICROTUBULE	81	81		
GOCC_SPINDLE_MIDZONE	37	36		
GOCC_SPINDLE_POLE	176	169		
GOCC_SPINDLE_POLE_CENTROSOME	14		Rejected!	
GOCC_SPLICEOSOMAL_COMPLEX	204	193		
GOCC_SPLICEOSOMAL_SNRNP_COMPLEX	94	71		
GOCC_SPLICEOSOMAL_TRI_SNRNP_COMPLEX	47	36		
GOCC_STEREOCILIA_COUPLING_LINK	7		Rejected!	
GOCC_STEREOCILIUM_BASE	5		Rejected!	
GOCC_STEREOCILIUM_BUNDLE	63	46		
GOCC_STEREOCILIUM_MEMBRANE	6		Rejected!	
GOCC_STEREOCILIUM_TIP	21	16		
GOCC_STRIATED_MUSCLE_THIN_FILAMENT	22	20		
GOCC_SUMO_LIGASE_COMPLEX	13		Rejected!	
GOCC_SUPER_ELONGATION_COMPLEX	6		Rejected!	
GOCC_SUPRAMOLECULAR_COMPLEX	1408		Rejected!	
GOCC_SUPRAMOLECULAR_POLYMER	1044		Rejected!	
GOCC_SWI_SNF_COMPLEX	30	28		
GOCC_SWI_SNF_SUPERFAMILY_TYPE_COMPLEX	92	90		
GOCC_SWR1_COMPLEX	13		Rejected!	
GOCC_SYMMETRIC_SYNAPSE	11		Rejected!	
GOCC_SYNAPSE	1451		Rejected!	
GOCC_SYNAPSE_ASSOCIATED_EXTRACELLULAR_MATRIX	12		Rejected!	
GOCC_SYNAPTIC_CLEFT	21		Rejected!	
GOCC_SYNAPTIC_MEMBRANE	393	256		
GOCC_SYNAPTIC_VESICLE_MEMBRANE	126	97		
GOCC_SYNAPTOBREVIN_2_SNAP_25_SYNTAXIN_1A_COMPLEX	5		Rejected!	
GOCC_SYNAPTONEMAL_STRUCTURE	40	27		
GOCC_TELOMERASE_HOLOENZYME_COMPLEX	22	22		
GOCC_TERMINAL_BOUTON	45	29		
GOCC_TERTIARY_GRANULE	164	125		
GOCC_TERTIARY_GRANULE_LUMEN	55	39		
GOCC_TERTIARY_GRANULE_MEMBRANE	73	57		
GOCC_TETRASPANIN_ENRICHED_MICRODOMAIN	10		Rejected!	
GOCC_THO_COMPLEX	6		Rejected!	
GOCC_TIGHT_JUNCTION	131	116		
GOCC_TIM22_MITOCHONDRIAL_IMPORT_INNER_MEMBRANE_INSERTION_COMPLEX	7		Rejected!	
GOCC_TIM23_MITOCHONDRIAL_IMPORT_INNER_MEMBRANE_TRANSLOCASE_COMPLEX	16	16		
GOCC_TORC1_COMPLEX	6		Rejected!	
GOCC_TORC2_COMPLEX	9		Rejected!	
GOCC_TOR_COMPLEX	11		Rejected!	
GOCC_TRAMP_COMPLEX	5		Rejected!	
GOCC_TRANSCRIPTION_ELONGATION_FACTOR_COMPLEX	48	46		
GOCC_TRANSCRIPTION_EXPORT_COMPLEX	10		Rejected!	
GOCC_TRANSCRIPTION_EXPORT_COMPLEX_2	5		Rejected!	
GOCC_TRANSCRIPTION_FACTOR_AP_1_COMPLEX	5		Rejected!	
GOCC_TRANSCRIPTION_FACTOR_TFIIA_COMPLEX	5		Rejected!	
GOCC_TRANSCRIPTION_FACTOR_TFIID_COMPLEX	46	33		
GOCC_TRANSCRIPTION_FACTOR_TFIIH_HOLO_COMPLEX	13		Rejected!	
GOCC_TRANSCRIPTION_FACTOR_TFIIIC_COMPLEX	6		Rejected!	
GOCC_TRANSCRIPTION_FACTOR_TFTC_COMPLEX	18	18		
GOCC_TRANSCRIPTION_PREINITIATION_COMPLEX	13		Rejected!	
GOCC_TRANSCRIPTION_REGULATOR_COMPLEX	513	435		
GOCC_TRANSCRIPTION_REPRESSOR_COMPLEX	77	70		
GOCC_TRANSFERASE_COMPLEX	861		Rejected!	
GOCC_TRANSFERASE_COMPLEX_TRANSFERRING_PHOSPHORUS_CONTAINING_GROUPS	306	277		
GOCC_TRANSLATION_PREINITIATION_COMPLEX	19	19		
GOCC_TRANSLOCON_COMPLEX	6		Rejected!	
GOCC_TRANSPORTER_COMPLEX	421	295		
GOCC_TRANSPORT_VESICLE	433	339		
GOCC_TRANSPORT_VESICLE_MEMBRANE	236	180		
GOCC_TRANS_GOLGI_NETWORK	261	225		
GOCC_TRANS_GOLGI_NETWORK_MEMBRANE	105	88		
GOCC_TRANS_GOLGI_NETWORK_TRANSPORT_VESICLE	38	34		
GOCC_TRANS_GOLGI_NETWORK_TRANSPORT_VESICLE_MEMBRANE	20	18		
GOCC_TRAPPIII_PROTEIN_COMPLEX	12		Rejected!	
GOCC_TRAPPII_PROTEIN_COMPLEX	12		Rejected!	
GOCC_TRAPP_COMPLEX	17	16		
GOCC_TRICARBOXYLIC_ACID_CYCLE_ENZYME_COMPLEX	16	16		
GOCC_TRIGLYCERIDE_RICH_PLASMA_LIPOPROTEIN_PARTICLE	20	15		
GOCC_TRNA_METHYLTRANSFERASE_COMPLEX	7		Rejected!	
GOCC_TRNA_SPLICING_LIGASE_COMPLEX	8		Rejected!	
GOCC_TROPONIN_COMPLEX	9		Rejected!	
GOCC_TUBULAR_ENDOSOME	5		Rejected!	
GOCC_T_CELL_RECEPTOR_COMPLEX	140		Rejected!	
GOCC_T_TUBULE	51	43		
GOCC_U12_TYPE_SPLICEOSOMAL_COMPLEX	29	27		
GOCC_U1_SNRNP	32	24		
GOCC_U2AF_COMPLEX	6		Rejected!	
GOCC_U2_SNRNP	28	25		
GOCC_U2_TYPE_CATALYTIC_STEP_2_SPLICEOSOME	30	30		
GOCC_U2_TYPE_SPLICEOSOMAL_COMPLEX	92	89		
GOCC_U4_SNRNP	13		Rejected!	
GOCC_U5_SNRNP	25	20		
GOCC_U6_SNRNP	11		Rejected!	
GOCC_U7_SNRNP	7		Rejected!	
GOCC_UBIQUINONE_BIOSYNTHESIS_COMPLEX	6		Rejected!	
GOCC_UBIQUITIN_CONJUGATING_ENZYME_COMPLEX	8		Rejected!	
GOCC_UBIQUITIN_LIGASE_COMPLEX	314	293		
GOCC_UNCONVENTIONAL_MYOSIN_COMPLEX	9		Rejected!	
GOCC_UNIPLEX_COMPLEX	6		Rejected!	
GOCC_VACUOLAR_LUMEN	176	129		
GOCC_VACUOLAR_MEMBRANE	486	431		
GOCC_VACUOLAR_PROTON_TRANSPORTING_V_TYPE_ATPASE_V0_DOMAIN	10		Rejected!	
GOCC_VACUOLE	853		Rejected!	
GOCC_VARICOSITY	8		Rejected!	
GOCC_VCP_NPL4_UFD1_AAA_ATPASE_COMPLEX	8		Rejected!	
GOCC_VESICLE_COAT	62	58		
GOCC_VESICLE_LUMEN	326	249		
GOCC_VESICLE_MEMBRANE	1233		Rejected!	
GOCC_VESICLE_TETHERING_COMPLEX	57	56		
GOCC_VOLTAGE_GATED_CALCIUM_CHANNEL_COMPLEX	55	43		
GOCC_VOLTAGE_GATED_SODIUM_CHANNEL_COMPLEX	14		Rejected!	
GOCC_WASH_COMPLEX	12		Rejected!	
GOCC_WEIBEL_PALADE_BODY	5		Rejected!	
GOCC_WNT_SIGNALOSOME	13		Rejected!	
GOCC_XY_BODY	15		Rejected!	
GOCC_X_CHROMOSOME	13		Rejected!	
GOCC_ZONA_PELLUCIDA_RECEPTOR_COMPLEX	8		Rejected!	
GOCC_ZONULA_ADHERENS	8		Rejected!	
GOCC_ZYMOGEN_GRANULE	14		Rejected!	
